,start time,end time,loss,DSC,SEN,PPV,val start time,val end time,val_loss,val_DSC,val_SEN,val_PPV
0,2023-06-08 21:03:10,2023-06-08 21:04:56,69.00789388020833,0.10523343697572365,0.16144324571658403,0.36214373661921573,2023-06-08 21:04:56,2023-06-08 21:05:25,8.547661414513222,0.24521177242963743,0.31054183764335436,0.7717756124643179
1,2023-06-08 21:05:26,2023-06-08 21:07:14,68.28051131810898,0.16381315084604117,0.22425089126978165,0.7111751849834735,2023-06-08 21:07:14,2023-06-08 21:07:44,8.511476174379007,0.25898507925180286,0.3254011594332181,0.7695808410644531
2,2023-06-08 21:07:45,2023-06-08 21:09:32,67.93699293870192,0.2197719476161859,0.28225280077029496,0.6603400401580029,2023-06-08 21:09:32,2023-06-08 21:10:02,8.46295635516827,0.31809435135278946,0.3980135306333884,0.7110298841427534
3,2023-06-08 21:10:03,2023-06-08 21:11:51,67.669189453125,0.2494025597205529,0.3164816147241837,0.6658401489257812,2023-06-08 21:11:51,2023-06-08 21:12:21,8.456649389022436,0.32942867279052734,0.40755364833733976,0.6255925985483023
4,2023-06-08 21:12:22,2023-06-08 21:14:10,67.4052233573718,0.30732521644005406,0.3688535201243865,0.6290466602032001,2023-06-08 21:14:10,2023-06-08 21:14:40,8.445314065004007,0.3425171191875751,0.4188159551375952,0.5909658578725961
5,2023-06-08 21:14:41,2023-06-08 21:16:27,67.2524914863782,0.34183639135116184,0.4025575686723758,0.6190584622896634,2023-06-08 21:16:27,2023-06-08 21:16:57,8.399152706830929,0.4052488620464618,0.4860399686373197,0.6268312503130008
6,2023-06-08 21:16:57,2023-06-08 21:18:44,67.13987379807692,0.36888836591671675,0.4274034744653946,0.5987030909611628,2023-06-08 21:18:44,2023-06-08 21:19:14,8.439900716145834,0.35239554674197465,0.42520806728265226,0.5428997431045923
7,2023-06-08 21:19:15,2023-06-08 21:21:03,67.00728039863782,0.38881786052997297,0.445160401173127,0.6186202122614934,2023-06-08 21:21:03,2023-06-08 21:21:33,8.400292029747597,0.4090477380997095,0.4907578688401442,0.5805640098376151
8,2023-06-08 21:21:34,2023-06-08 21:23:21,66.9563489082532,0.40281156393197864,0.46051969283666366,0.6254539489746094,2023-06-08 21:23:22,2023-06-08 21:23:51,8.3818359375,0.43412076509915865,0.5142930348714193,0.6052863292205029
9,2023-06-08 21:23:52,2023-06-08 21:25:38,66.80386117788461,0.42612975682967746,0.4882364517603165,0.6459217560596955,2023-06-08 21:25:38,2023-06-08 21:26:07,8.38015355819311,0.42717713576096755,0.5149223132011218,0.6086546090932993
10,2023-06-08 21:26:08,2023-06-08 21:27:58,66.70522836538461,0.4412680894900591,0.5057889498197116,0.6594295501708984,2023-06-08 21:27:58,2023-06-08 21:28:27,8.387142866085737,0.43137819339067507,0.5108171120668069,0.5905905503493089
11,2023-06-08 21:28:28,2023-06-08 21:30:17,66.67003455528847,0.45679571689703524,0.5165777940016526,0.6522022638565454,2023-06-08 21:30:17,2023-06-08 21:30:46,8.367700821314102,0.4523572677221054,0.5284930009108323,0.5775874211237981
12,2023-06-08 21:30:47,2023-06-08 21:32:35,66.4770758213141,0.5069374671349158,0.5622325799404047,0.6675255604279346,2023-06-08 21:32:35,2023-06-08 21:33:05,8.369234525240385,0.45440986828926283,0.533814943753756,0.5715662638346354
13,2023-06-08 21:33:06,2023-06-08 21:34:56,66.40360827323718,0.5237549512814252,0.5795640211838943,0.680271735558143,2023-06-08 21:34:56,2023-06-08 21:35:26,8.358736478365385,0.4713189540765224,0.5459623092260116,0.5882125267615685
14,2023-06-08 21:35:27,2023-06-08 21:37:15,66.38258713942308,0.5285099714230268,0.5850813449957432,0.6824049338316306,2023-06-08 21:37:16,2023-06-08 21:37:46,8.32726581280048,0.5135115599020933,0.5951620248647836,0.627052502754407
15,2023-06-08 21:37:47,2023-06-08 21:39:37,66.32254732572116,0.5313703096829928,0.587882799979968,0.6939425346178886,2023-06-08 21:39:37,2023-06-08 21:40:07,8.35050299228766,0.4829912430200821,0.5590891715807792,0.596064934363732
16,2023-06-08 21:40:08,2023-06-08 21:41:57,66.27496494391026,0.543838598789313,0.6017760252341245,0.7015162736941607,2023-06-08 21:41:57,2023-06-08 21:42:27,8.350579677483974,0.48265755482209033,0.5544261443309295,0.6097650772485977
17,2023-06-08 21:42:27,2023-06-08 21:44:18,66.20835837339743,0.5569166036752554,0.6156110519017929,0.7134949121719751,2023-06-08 21:44:18,2023-06-08 21:44:48,8.330419295873398,0.505623303926908,0.5912299033923026,0.6208296555739182
18,2023-06-08 21:44:49,2023-06-08 21:46:39,66.11891526442308,0.5776314368614783,0.6402541918632312,0.7258191230969552,2023-06-08 21:46:39,2023-06-08 21:47:09,8.307967748397436,0.539436780489408,0.6219068673940805,0.6526817908653846
19,2023-06-08 21:47:10,2023-06-08 21:48:57,66.06683193108974,0.5835154606745794,0.6460824624086038,0.7372589600391877,2023-06-08 21:48:57,2023-06-08 21:49:28,8.322228064903847,0.5225915175217849,0.6048478346604568,0.63463621873122
20,2023-06-08 21:49:28,2023-06-08 21:51:18,66.03424228766026,0.5875771840413412,0.6496360485370343,0.7413001427283654,2023-06-08 21:51:18,2023-06-08 21:51:49,8.320555075620993,0.5309258485451723,0.6131023504795172,0.6387169666779346
21,2023-06-08 21:51:49,2023-06-08 21:53:38,66.08571213942308,0.5794327564728565,0.6402427477714343,0.7349963554969201,2023-06-08 21:53:39,2023-06-08 21:54:09,8.343831380208334,0.48662464435283953,0.565140846448067,0.6182671571389223
