,loss,DSC,SEN,PPV,val_loss,val_DSC,val_SEN,val_PPV
0,0.7958184175713118,0.2329687517742778,0.24778960471929506,0.27883835726006084,0.7385391507829938,0.2649429866245815,0.2694688013621739,0.3211209774017334
1,0.6869885644247365,0.3194021180618641,0.3200487979622774,0.33771235443824943,0.6886347361973354,0.3144083023071289,0.3175755909511021,0.3455273083278111
2,0.6569802927416425,0.34648438387138897,0.3463350340377453,0.3639301477476608,0.7606983866010394,0.23911786079406738,0.24376436642238072,0.26731797627040316
3,0.6303848444029342,0.3721424812494322,0.3713941795881404,0.3912263914596203,0.6676022665841239,0.3337035860334124,0.3402815546308245,0.370419979095459
4,0.628758896228879,0.37339866993039156,0.3733557767646257,0.3899785418843114,0.6983682087489537,0.3011655807495117,0.30541794640677317,0.3164972577776228
5,0.6047562000363372,0.3969766483750454,0.3951471018236737,0.41601127801939497,0.6233179909842355,0.3773635114942278,0.3875673157828195,0.4068690027509417
6,0.5882956926212755,0.41314439995344293,0.41139398619186046,0.43392527380654977,0.6084972109113421,0.3915145056588309,0.39398741722106934,0.42808481625148226
7,0.5685736190441043,0.4328449604123138,0.4302676888399346,0.4592007925344068,0.6073077065604073,0.3929245812552316,0.40267821720668245,0.423532451902117
8,0.5480131548504497,0.45345599152321037,0.4503290043320767,0.48189615648846296,0.5707787105015346,0.42999070031302317,0.436452967779977,0.44811568941388813
9,0.5570723955021348,0.4438264536303143,0.44184715803279434,0.46462484847667607,0.5232257843017578,0.47753511156354633,0.47695841108049664,0.49914986746651785
10,0.5396376321482104,0.4615081964537155,0.45783535269803777,0.49130151438158615,0.5760092054094587,0.42474164281572613,0.42267918586730957,0.494070189339774
11,0.5408688922261082,0.46026513742846115,0.4573919606763263,0.4857281529626181,0.6209485190255302,0.3796029431479318,0.38508353914533344,0.3991924694606236
12,0.531902224518532,0.4690722532050554,0.46398473340411517,0.5058042836743731,0.5379419667380196,0.4626060894557408,0.4571788651602609,0.5059190477643695
13,0.5215616447981014,0.4793436360913654,0.4732246842495231,0.5164259977118913,0.5344947406223842,0.46552842003958567,0.46633665902273996,0.5116091796330043
14,0.49680137634277344,0.5041584635889808,0.4977114477822947,0.5403971561165744,0.5481416838509696,0.4523068496159145,0.45112691606794086,0.5029173919132778
15,0.5072641594465389,0.4936318508414335,0.48817692246547967,0.5298355900964071,0.48761231558663504,0.5127925872802734,0.5076197215488979,0.5864573887416294
16,0.48802136265954305,0.5128131689027299,0.502682929815248,0.5578127572702807,0.50116913659232,0.49935923303876606,0.49569715772356304,0.5699998310634068
17,0.4964650176292242,0.5042949942655341,0.4927946578624637,0.554832192354424,0.45800467899867464,0.5424015862601144,0.5382284436907087,0.5984729358128139
18,0.5001809319784475,0.5005620912063954,0.4895880055982013,0.5502590800440589,0.4671013355255127,0.5334324155535016,0.5302964278629848,0.5810864993504116
19,0.4811759771302689,0.51948760276617,0.5088086682696675,0.5657133945198947,0.4241281918116978,0.5763403347560337,0.564472130366734,0.6670871462140765
20,0.47451604798782704,0.526148374690566,0.5130747861640398,0.5780743443688681,0.44875832966395784,0.5515526022229876,0.5420358521597726,0.6192163058689663
