,start time,end time,loss,DSC,SEN,PPV,val start time,val end time,val_loss,val_DSC,val_SEN,val_PPV
0,2023-05-15 15:27:44,2023-05-15 15:31:19,0.7022767748151507,0.2977789924258277,0.291096255892799,0.3114026841663179,2023-05-15 15:31:19,2023-05-15 15:32:03,0.6151334444681803,0.38486584027608234,0.4167979955673218,0.3689723014831543
1,2023-05-15 15:32:04,2023-05-15 15:35:44,0.6380676087878999,0.3619533266339983,0.36427938370477586,0.3666634786696661,2023-05-15 15:35:44,2023-05-15 15:36:30,0.5826270977656046,0.41741156578063965,0.4407300551732381,0.40815146764119464
2,2023-05-15 15:36:31,2023-05-15 15:40:09,0.5820738474527994,0.4179878688993908,0.42611612592424664,0.4271233876546224,2023-05-15 15:40:09,2023-05-15 15:40:55,0.5139265855153402,0.48610758781433105,0.5212421814600626,0.4902635415395101
3,2023-05-15 15:40:56,2023-05-15 15:44:31,0.5320993605114165,0.4679864247639974,0.47677167256673175,0.5605036871773856,2023-05-15 15:44:31,2023-05-15 15:45:17,0.48952658971150714,0.5105019807815552,0.5466063817342123,0.6343129873275757
4,2023-05-15 15:45:18,2023-05-15 15:48:53,0.4954839433942522,0.5045868101574126,0.520350592476981,0.6484811873663039,2023-05-15 15:48:53,2023-05-15 15:49:38,0.457594633102417,0.5424260298411051,0.5786325136820475,0.7038594881693522
5,2023-05-15 15:49:39,2023-05-15 15:53:15,0.4713820048740932,0.5286447434198289,0.5400133587065197,0.6752224422636486,2023-05-15 15:53:15,2023-05-15 15:54:01,0.44631683826446533,0.5537145137786865,0.5914180278778076,0.7041549682617188
6,2023-05-15 15:54:02,2023-05-15 15:57:37,0.43981524876185824,0.5602223986671084,0.5511264801025391,0.7215061641874767,2023-05-15 15:57:37,2023-05-15 15:58:22,0.4379648764928182,0.5620363156000773,0.59109894434611,0.7452770868937174
7,2023-05-15 15:58:23,2023-05-15 16:01:57,0.4220185052780878,0.5780048370361328,0.5706101372128441,0.7743673778715587,2023-05-15 16:01:57,2023-05-15 16:02:43,0.41999562581380206,0.5800279776255289,0.5996589660644531,0.7694399356842041
8,2023-05-15 16:02:44,2023-05-15 16:06:19,0.41578192937941777,0.5842583520071847,0.5758446284702846,0.7897293454124814,2023-05-15 16:06:19,2023-05-15 16:07:05,0.408957839012146,0.5910464922587076,0.615764300028483,0.7769298553466797
9,2023-05-15 16:07:06,2023-05-15 16:10:40,0.40782419840494794,0.592230478922526,0.581679934547061,0.7950692858014788,2023-05-15 16:10:40,2023-05-15 16:11:26,0.438152551651001,0.5618283351262411,0.5833105246225992,0.7499897480010986
10,2023-05-15 16:11:26,2023-05-15 16:15:02,0.39569309779575895,0.6043640772501627,0.5961942218598866,0.8020248413085938,2023-05-15 16:15:02,2023-05-15 16:15:48,0.418856143951416,0.581179698308309,0.6115094820658366,0.754743734995524
11,2023-05-15 16:15:49,2023-05-15 16:19:23,0.38866333734421504,0.611372811453683,0.6061205182756696,0.8110155378069196,2023-05-15 16:19:23,2023-05-15 16:20:08,0.40218158562978107,0.5978119373321533,0.6189232269922892,0.7874782880147299
12,2023-05-15 16:20:09,2023-05-15 16:23:44,0.38795135134742376,0.6121116819835845,0.6051254726591564,0.8137303306942895,2023-05-15 16:23:44,2023-05-15 16:24:30,0.424874226252238,0.5751519203186035,0.6058304707209269,0.7537133693695068
13,2023-05-15 16:24:31,2023-05-15 16:28:06,0.3787478038242885,0.6213153657459077,0.6188814980643136,0.8193739028204055,2023-05-15 16:28:07,2023-05-15 16:28:52,0.40356441338857013,0.5964292685190836,0.6134244600931803,0.7921895980834961
14,2023-05-15 16:28:53,2023-05-15 16:32:29,0.37805025918143137,0.621992792401995,0.6197576068696522,0.8165005275181362,2023-05-15 16:32:29,2023-05-15 16:33:14,0.4047811031341553,0.5952733755111694,0.6179679234822592,0.7806357542673746
15,2023-05-15 16:33:14,2023-05-15 16:36:49,0.3732549576532273,0.6268121628534227,0.626806168329148,0.8212619054885137,2023-05-15 16:36:49,2023-05-15 16:37:35,0.4000781774520874,0.5999406576156616,0.6250334978103638,0.7827421824137369
16,2023-05-15 16:37:35,2023-05-15 16:41:12,0.3684099969409761,0.6316549210321336,0.633030028570266,0.8287238166445777,2023-05-15 16:41:12,2023-05-15 16:41:58,0.3792334000269572,0.6207655668258667,0.6413838068644205,0.8076957066853842
17,2023-05-15 16:41:59,2023-05-15 16:45:35,0.3654617809114002,0.634577887398856,0.6391617002941313,0.8324016389392671,2023-05-15 16:45:35,2023-05-15 16:46:20,0.4011374314626058,0.598845918973287,0.610941489537557,0.7944089571634928
18,2023-05-15 16:46:21,2023-05-15 16:49:58,0.3637857891264416,0.6362659363519578,0.6412507920038133,0.8294205438523066,2023-05-15 16:49:58,2023-05-15 16:50:45,0.3858996232350667,0.6140660842259725,0.6316347122192383,0.8040305773417155
19,2023-05-15 16:50:45,2023-05-15 16:54:22,0.3572670164562407,0.6427835736955915,0.6504538399832589,0.8374767303466797,2023-05-15 16:54:22,2023-05-15 16:55:06,0.39858484268188477,0.6014327605565389,0.6321717103322347,0.7835195859273275
20,2023-05-15 16:55:07,2023-05-15 16:58:44,0.34656097775413874,0.653493290855771,0.662548337663923,0.8442473638625372,2023-05-15 16:58:44,2023-05-15 16:59:29,0.40965306758880615,0.5903650919596354,0.609403928120931,0.7794694900512695
21,2023-05-15 16:59:30,2023-05-15 17:03:05,0.3435752959478469,0.656492414928618,0.6666169393630255,0.8452387310209728,2023-05-15 17:03:05,2023-05-15 17:03:50,0.39056893189748126,0.6095011631647745,0.6414334774017334,0.7872622013092041
22,2023-05-15 17:03:51,2023-05-15 17:07:24,0.34052508217947824,0.6595118386404855,0.670965966724214,0.8486124674479166,2023-05-15 17:07:24,2023-05-15 17:08:10,0.4255356788635254,0.574562668800354,0.5915560324986776,0.766785462697347
23,2023-05-15 17:08:11,2023-05-15 17:11:46,0.33762078058151973,0.6624431610107422,0.6754628590175084,0.8518578665597099,2023-05-15 17:11:46,2023-05-15 17:12:32,0.38936106363932294,0.6106181144714355,0.6379979054133097,0.7925849755605062
24,2023-05-15 17:12:33,2023-05-15 17:16:07,0.33231919152396067,0.6677320571172805,0.6823972974504743,0.8562071663992745,2023-05-15 17:16:07,2023-05-15 17:16:52,0.3736673593521118,0.6264175573984782,0.6641490459442139,0.7985215981801351
25,2023-05-15 17:16:53,2023-05-15 17:20:28,0.3334600584847586,0.6665884653727213,0.6824259530930292,0.8541009085518974,2023-05-15 17:20:28,2023-05-15 17:21:13,0.38206950823465985,0.6179768244425455,0.646942655245463,0.7967993418375651
26,2023-05-15 17:21:14,2023-05-15 17:24:50,0.32732259659540086,0.6727195467267718,0.6873150780087426,0.8597242264520555,2023-05-15 17:24:50,2023-05-15 17:25:35,0.3799298604329427,0.6201467514038086,0.6468839645385742,0.8024067083994547
27,2023-05-15 17:25:35,2023-05-15 17:29:10,0.32562732696533203,0.6744185856410435,0.6917831784202939,0.8604417528424945,2023-05-15 17:29:10,2023-05-15 17:29:56,0.387054443359375,0.6129429340362549,0.6445082028706869,0.7918658256530762
28,2023-05-15 17:29:56,2023-05-15 17:33:31,0.3237944557553246,0.6762586321149554,0.6945803506033761,0.8600502014160156,2023-05-15 17:33:31,2023-05-15 17:34:16,0.3920722007751465,0.6080120404561361,0.6274130344390869,0.798295815785726
29,2023-05-15 17:34:17,2023-05-15 17:37:52,0.32868839445568265,0.6713526135399228,0.6911026182628813,0.8526188078380766,2023-05-15 17:37:52,2023-05-15 17:38:38,0.390095313390096,0.6099380652109782,0.6472554604212443,0.7861932913462321
