,loss,DSC,SEN,PPV,val_loss,val_DSC,val_SEN,val_PPV
0,0.8879934946695963,0.10074134100051153,0.1232663903917585,0.38506217229933964,0.8865293661753336,0.10513629515965779,0.14007697502772012,0.12636446952819824
1,0.7955660138811383,0.21229353405180432,0.21878010886056082,0.22641227358863467,0.8926051457722982,0.10651546716690063,0.12224013606707256,0.12456837296485901
2,0.745086669921875,0.2601947784423828,0.2685611134483701,0.2678162711007254,0.8699450492858887,0.12953341007232666,0.1458543340365092,0.13688833514849344
3,0.7346034277053106,0.2685092971438453,0.2789878845214844,0.27548737753005254,0.752288818359375,0.24812418222427368,0.2575208346048991,0.2560874621073405
4,0.7088137127104259,0.29447744006202337,0.3047632489885603,0.2990330060323079,0.7442225615183512,0.2572232484817505,0.2588084936141968,0.288840373357137
5,0.7133118311564127,0.2885012172517322,0.30006908235095797,0.28997920808337985,0.7636246681213379,0.23564638694127402,0.24872934818267822,0.24578261375427246
6,0.6994436354864211,0.3022465251740955,0.31550125848679317,0.3033623014177595,0.674424966176351,0.32738812764485675,0.339496374130249,0.3318025271097819
7,0.6725506555466425,0.3293642543611072,0.3381869452340262,0.3328977312360491,0.734309991200765,0.266057829062144,0.276631494363149,0.28302741050720215
8,0.6582440875825428,0.343635014125279,0.35437860943022226,0.3430357887631371,0.6820767720540365,0.3185022274653117,0.3324470520019531,0.32829538981119794
9,0.6475085758027577,0.3540866488502139,0.3581025486900693,0.3583971659342448,0.6670517921447754,0.33355923493703205,0.3329126238822937,0.3538956642150879
10,0.6744231269473121,0.3267798650832403,0.3368998482113793,0.3275067465645926,0.6982839902242025,0.3019982576370239,0.30935869614283246,0.31026820341746014
11,0.6434671311151414,0.35792471113659086,0.36592410859607516,0.3603174572899228,0.645026683807373,0.35574313004811603,0.35960229237874347,0.37335824966430664
12,0.6274683816092355,0.37395974567958284,0.38318175361269996,0.375668139684768,0.6070848306020101,0.3938738902409871,0.39820289611816406,0.4003003040949504
13,0.6225231715611049,0.3787611098516555,0.38250296456473215,0.3861515862601144,0.6335561275482178,0.3671613534291585,0.3783405621846517,0.3771688938140869
14,0.624904677981422,0.3762517202468145,0.38111377897716703,0.38003290267217726,0.6394006411234537,0.36083706219991046,0.37231425444285077,0.3670061429341634
15,0.6185669671921503,0.382652827671596,0.3850702104114351,0.3898292723156157,0.7112272580464681,0.2891619602839152,0.2855531970659892,0.3054011861483256
